timestamp,open,high,low,close,volume
2024-05-20 22:00:00+07:00,67006.0,67006.01,66942.58,66951.69,23.3064
2024-05-20 22:01:00+07:00,66951.69,66951.7,66921.27,66921.27,5.72541
2024-05-20 22:02:00+07:00,66921.28,66948.52,66921.27,66941.99,10.3742
2024-05-20 22:03:00+07:00,66941.99,66942.0,66923.93,66933.97,10.1692
2024-05-20 22:04:00+07:00,66933.97,66933.97,66907.87,66907.89,10.33166
2024-05-20 22:05:00+07:00,66907.88,66943.05,66907.88,66937.11,14.13754
2024-05-20 22:06:00+07:00,66937.1,66937.11,66911.73,66911.73,5.51103
2024-05-20 22:07:00+07:00,66911.74,66923.11,66902.0,66923.11,13.3777
2024-05-20 22:08:00+07:00,66923.96,66930.0,66902.01,66902.01,6.42784
2024-05-20 22:09:00+07:00,66902.01,66938.0,66902.01,66937.99,6.63839
2024-05-20 22:10:00+07:00,66937.99,66949.99,66937.99,66949.99,5.30451
2024-05-20 22:11:00+07:00,66949.98,67009.52,66949.98,67009.51,15.32806
2024-05-20 22:12:00+07:00,67009.52,67050.0,67009.51,67049.99,21.94918
2024-05-20 22:13:00+07:00,67050.0,67119.22,67049.99,67113.56,23.92271
2024-05-20 22:14:00+07:00,67113.55,67113.56,67080.0,67088.57,12.34823
2024-05-20 22:15:00+07:00,67088.56,67116.2,67080.0,67116.19,18.54359
2024-05-20 22:16:00+07:00,67116.2,67169.99,67116.19,67158.7,35.31238
2024-05-20 22:17:00+07:00,67158.69,67234.12,67145.41,67149.99,74.20257
2024-05-20 22:18:00+07:00,67149.98,67180.0,67149.98,67161.35,19.33004
2024-05-20 22:19:00+07:00,67161.34,67189.99,67161.34,67181.19,10.16206
2024-05-20 22:20:00+07:00,67181.18,67189.98,67123.07,67159.99,24.61849
2024-05-20 22:21:00+07:00,67160.0,67209.42,67159.99,67201.63,41.25683
2024-05-20 22:22:00+07:00,67201.63,67279.34,67201.63,67274.63,50.96622
2024-05-20 22:23:00+07:00,67274.63,67317.0,67274.62,67304.65,55.22587
2024-05-20 22:24:00+07:00,67304.64,67343.0,67293.43,67324.01,60.89715
2024-05-20 22:25:00+07:00,67324.01,67450.0,67322.6,67449.99,261.28777
2024-05-20 22:26:00+07:00,67449.99,67487.0,67375.77,67424.01,100.6801
2024-05-20 22:27:00+07:00,67424.01,67430.0,67329.83,67354.98,105.26991
2024-05-20 22:28:00+07:00,67354.99,67355.0,67258.49,67281.22,108.04049
2024-05-20 22:29:00+07:00,67281.21,67296.67,67250.0,67250.0,75.8861
2024-05-20 22:30:00+07:00,67250.0,67270.0,67180.0,67180.01,66.04506
2024-05-20 22:31:00+07:00,67180.0,67220.0,67176.01,67206.31,37.36027
2024-05-20 22:32:00+07:00,67206.31,67259.99,67206.3,67249.99,49.26632
2024-05-20 22:33:00+07:00,67249.99,67279.99,67210.0,67240.12,95.53668
2024-05-20 22:34:00+07:00,67240.12,67258.81,67183.49,67183.49,31.95903
2024-05-20 22:35:00+07:00,67183.5,67210.0,67165.29,67210.0,15.37758
2024-05-20 22:36:00+07:00,67209.99,67259.99,67209.99,67249.99,33.98861
2024-05-20 22:37:00+07:00,67250.0,67350.0,67249.99,67301.3,91.01706
2024-05-20 22:38:00+07:00,67301.29,67394.72,67301.29,67364.0,47.16613
2024-05-20 22:39:00+07:00,67364.0,67370.0,67285.29,67306.59,23.75428
2024-05-20 22:40:00+07:00,67306.59,67306.59,67238.56,67269.99,24.55461
2024-05-20 22:41:00+07:00,67269.99,67310.1,67255.53,67310.09,20.04541
2024-05-20 22:42:00+07:00,67310.09,67372.21,67310.09,67315.51,20.20042
2024-05-20 22:43:00+07:00,67315.5,67333.0,67290.0,67333.0,16.50231
2024-05-20 22:44:00+07:00,67333.0,67364.72,67329.99,67364.71,26.47439
2024-05-20 22:45:00+07:00,67364.71,67378.12,67301.33,67301.33,29.81242
2024-05-20 22:46:00+07:00,67301.33,67334.0,67290.0,67334.0,30.37407
2024-05-20 22:47:00+07:00,67333.99,67377.88,67333.99,67347.78,25.39855
2024-05-20 22:48:00+07:00,67347.79,67376.0,67347.47,67355.14,11.71111
