timestamp,open,high,low,close,volume
7/1/2022,19942.21,20918.35,18975,19279.8,111844.5949
7/2/2022,19279.8,19467.39,18977.01,19252.81,46180.3021
7/3/2022,19252.82,19647.63,18781,19315.83,51087.46631
7/4/2022,19315.83,20354.01,19055.31,20236.71,74814.04601
7/5/2022,20236.71,20750,19304.4,20175.83,96041.13756
7/6/2022,20175.84,20675.22,19761.25,20564.51,82439.5808
7/7/2022,20564.51,21838.1,20251.68,21624.98,85014.58261
7/8/2022,21624.99,22527.37,21189.26,21594.75,403081.5735
7/9/2022,21594.75,21980,21322.12,21591.83,178417.8447
7/10/2022,21592.15,21607.65,20655,20862.47,192188.2156
7/11/2022,20861.11,20868.48,19875.23,19963.61,137535.4072
7/12/2022,19963.61,20059.42,19240,19328.75,139506.4586
7/13/2022,19331.28,20366.61,18910.94,20234.87,209250.2489
7/14/2022,20234.87,20900,19616.07,20588.84,174809.217
7/15/2022,20588.84,21200,20382.29,20830.04,143343.3049
7/16/2022,20830.04,21588.94,20478.61,21195.6,121011.6739
7/17/2022,21195.6,21684.54,20750.01,20798.16,118229.4525
7/18/2022,20799.58,22777.63,20762.45,22432.58,239942.7313
7/19/2022,22432.58,23800,21579.54,23396.62,263770.7657
7/20/2022,23398.48,24276.74,22906.19,23223.3,238762.1709
7/21/2022,23223.3,23442.77,22341.46,23152.19,184817.6819
7/22/2022,23152.19,23756.49,22500,22684.83,171598.4397
7/23/2022,22684.83,23000.77,21934.57,22451.07,122137.7738
7/24/2022,22448.58,23014.64,22257.15,22579.68,115189.6728
7/25/2022,22577.13,22666,21250,21310.9,180344.7664
7/26/2022,21310.9,21347.82,20706.5,21254.67,177817.2433
7/27/2022,21254.67,23112.63,21042.53,22952.45,210971.198
7/28/2022,22954.31,24199.72,22582.13,23842.93,236029.0741
7/29/2022,23845.25,24442.66,23414.03,23773.75,198298.5062
7/30/2022,23777.28,24668,23502.25,23643.51,151060.1321
7/31/2022,23644.64,24194.82,23227.31,23293.32,127743.3248
